ano,mes,habitação,alimentação,transporte,despesas pessoais,saúde,vestuário,educação,geral
2021,4,0.634150,0.603554,0.777928,0.495819,0.990537,0.155574,0.939373,0.568444
2021,5,0.637920,0.603789,0.787283,0.495433,0.997336,0.155757,0.939749,0.570779
2021,6,0.646033,0.604329,0.796054,0.500333,1.005952,0.156538,0.940991,0.575378
2021,7,0.654308,0.613536,0.802344,0.503771,1.007788,0.157129,0.942887,0.581272
2021,8,0.664102,0.627597,0.812354,0.511878,1.007424,0.157309,0.943285,0.589620
2021,9,0.669427,0.636257,0.823073,0.522729,1.008086,0.158549,0.943302,0.596263
2021,10,0.675681,0.641973,0.835285,0.532969,0.999629,0.159724,0.944004,0.602198
2021,11,0.678998,0.641001,0.854023,0.542923,0.995723,0.160797,0.944559,0.606530
2021,12,0.680031,0.648898,0.858317,0.546675,0.995856,0.162021,0.945849,0.610004
2022,1,0.684447,0.656628,0.867126,0.542778,0.998071,0.162808,0.989849,0.614525
2022,2,0.688736,0.671479,0.873155,0.541372,1.003173,0.164070,0.991136,0.620058
2022,3,0.694337,0.687771,0.887790,0.546571,1.004054,0.165320,0.991929,0.628008
2022,4,0.697368,0.711004,0.906068,0.555917,1.012158,0.166977,0.993419,0.638152
2022,5,0.689142,0.719159,0.913995,0.568063,1.012017,0.169131,0.994298,0.640843
2022,6,0.685237,0.725855,0.911692,0.573852,1.016787,0.171487,0.996379,0.642632
2022,7,0.687783,0.732768,0.887054,0.576848,1.026933,0.173114,1.002679,0.643657
2022,8,0.692979,0.728551,0.873657,0.583893,1.032401,0.174358,1.003791,0.644414
2022,9,0.696016,0.726950,0.858720,0.593112,1.040839,0.174943,1.004911,0.645170
2022,10,0.696108,0.733244,0.860225,0.597137,1.052712,0.176086,1.006590,0.648090
2022,11,0.695472,0.736679,0.867484,0.601361,1.065023,0.178526,1.007788,0.651155
2022,12,0.695821,0.744543,0.867812,0.605850,1.077133,0.180641,1.009051,0.654643
2023,1,0.700531,0.747218,0.874512,0.603115,1.082389,0.182521,1.065271,0.658741
2023,2,0.704777,0.749873,0.876364,0.604539,1.084057,0.184508,1.068646,0.661579
2023,3,0.704281,0.754307,0.885812,0.605573,1.087566,0.186054,1.070850,0.664135
2023,4,0.704006,0.760785,0.888881,0.605086,1.109847,0.187865,1.072531,0.666999
2023,5,0.703979,0.760703,0.888586,0.610267,1.116114,0.189429,1.073705,0.668337
2023,6,0.705774,0.754586,0.886362,0.613370,1.120914,0.190038,1.075256,0.668106
2023,7,0.706500,0.746282,0.889278,0.613793,1.126349,0.190244,1.077939,0.667190
2023,8,0.705099,0.738609,0.892043,0.612998,1.135561,0.191248,1.079292,0.665864
2023,9,0.708444,0.732862,0.897503,0.621914,1.141035,0.191771,1.079345,0.667798
2023,10,0.706258,0.738198,0.897811,0.629445,1.149154,0.191815,1.079996,0.669789
2023,11,0.706164,0.746813,0.897960,0.634336,1.158197,0.191670,1.080461,0.672694
2023,12,0.706990,0.759025,0.887653,0.637919,1.168236,0.191296,1.080710,0.675268
2024,1,0.707289,0.767323,0.890684,0.635696,1.172852,0.191749,1.125536,0.678343
2024,2,0.710641,0.775304,0.898337,0.632297,1.177131,0.191187,1.125593,0.681450
2024,3,0.711504,0.781340,0.897984,0.634477,1.180380,0.190470,1.125124,0.683223
2024,4,0.712484,0.784453,0.904670,0.635486,1.190297,0.190678,1.125293,0.685481
2024,5,0.712626,0.786672,0.904738,0.634605,1.198065,0.190554,1.125378,0.686121
2024,6,0.714757,0.791698,0.903654,0.634523,1.206663,0.190190,1.125767,0.687919
2024,7,0.717213,0.782867,0.911126,0.636736,1.213778,0.190931,1.124252,0.688314
2024,8,0.718520,0.780608,0.916773,0.639007,1.221033,0.191459,1.125638,0.689579
2024,9,0.718898,0.783661,0.914538,0.640716,1.230214,0.192023,1.126232,0.690819
2024,10,0.724821,0.794157,0.916570,0.646263,1.237569,0.192921,1.126201,0.696363
2024,11,0.727079,0.812311,0.918460,0.667227,1.242474,0.193654,1.126146,0.704534
2024,12,0.722489,0.819993,0.921647,0.676650,1.250846,0.194168,1.126405,0.706902
2025,1,0.714250,0.825523,0.931813,0.679021,1.260921,0.195113,1.177522,0.708619
2025,2,0.717002,0.829058,0.947271,0.680387,1.263478,0.195185,1.176786,0.712220
2025,3,0.725156,0.841000,0.946546,0.676295,1.267136,0.194823,1.176761,0.716612
2025,4,0.728188,0.847499,0.952330,0.673591,1.280698,0.195728,1.176767,0.719840
2025,5,0.729239,0.851470,0.956774,0.670740,1.294553,0.196637,1.177219,0.721769
2025,6,0.731403,0.845848,0.948486,0.672050,1.307232,0.197629,1.177240,0.721198
2025,7,0.735650,0.841770,0.956251,0.674253,1.316359,0.197702,1.181514,0.723240
2025,8,0.736964,0.840819,0.946963,0.678858,1.330270,0.197593,1.181613,0.723512
2025,9,0.749178,0.836470,0.956487,0.682393,1.340927,0.197526,1.181610,0.728221
2025,10,0.750824,0.839671,0.959502,0.684179,1.345951,0.197716,1.181948,0.730221
2025,11,0.748242,0.837379,0.967018,0.697468,1.340979,0.198248,1.182577,0.731683
2025,12,0.747497,0.838757,0.975963,0.703873,1.341288,0.199594,1.183067,0.734008
2026,1,0.746430,0.839692,0.980427,0.701323,1.343953,0.202142,1.243632,0.735559
2026,2,0.749278,0.843205,0.982523,0.700106,1.345390,0.202715,1.243643,0.737421
2026,3,0.750405,0.854659,0.991101,0.700403,1.350350,0.202972,1.243595,0.741795
